aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date,indicator
,,,,1.7956,,,,4.151,0.3219,,,0.0212,,,,,,,,,1.7724,,,2.4912,,3.5339,1997-01-01,avg
,,,,1.7481,,,,4.0376,0.321,,,0.020471,,,,,,,,,1.7664,,,2.4862,,3.4691,1997-01-01,end
,,,,1.8808,,,,4.3188,0.3267,,,0.021867,,,,,,,,,1.8059,,,2.5265,,3.6385,1997-01-01,high
,,,,1.7352,,,,4.0205,0.3194,,,0.020469,,,,,,,,,1.7604,,,2.4717,,3.469,1997-01-01,low
,,,,1.8808,,,,4.3188,0.3267,,,0.021792,,,,,,,,,1.8059,,,2.5265,,3.6385,1997-01-01,start
,,,,1.7083,,,,4.0368,0.3209,,,0.0202,,,,,,,,,1.7516,,,2.4861,,3.4392,1997-02-01,avg
,,,,1.6794,,,,4.0555,0.3207,,,0.020481,,,,,,,,,1.7403,,,2.4838,,3.4458,1997-02-01,end
,,,,1.7567,,,,4.0925,0.3217,,,0.020481,,,,,,,,,1.7699,,,2.4935,,3.4724,1997-02-01,high
,,,,1.6794,,,,3.9775,0.3199,,,0.019948,,,,,,,,,1.7403,,,2.4773,,3.4208,1997-02-01,low
,,,,1.7429,,,,3.9775,0.3205,,,0.02045,,,,,,,,,1.7638,,,2.4836,,3.4543,1997-02-01,start
,,,,1.6798,,,,4.0429,0.3207,,,0.02062,,,,,,,,,1.7426,,,2.4835,,3.4366,1997-03-01,start
,,,,1.7143,,,,4.0501,0.3207,,,0.02062,,,,,,,,,1.7426,,,2.4835,,3.4381,1997-03-01,high
,,,,1.6641,,,,3.9353,0.3191,,,0.019971,,,,,,,,,1.7121,,,2.4719,,3.3939,1997-03-01,low
,,,,1.6923,,,,3.987,0.3198,,,0.0202,,,,,,,,,1.7245,,,2.4769,,3.4128,1997-03-01,avg
,,,,1.7067,,,,4.0501,0.3199,,,0.019992,,,,,,,,,1.7158,,,2.479,,3.4381,1997-03-01,end
,,,,1.7133,,,,4.0776,0.3221,,,0.0199,,,,,,,,,1.735,,,2.5001,,3.4306,1997-04-01,avg
,,,,1.7041,,,,4.0834,0.3245,,,0.01983,,,,,,,,,1.7384,,,2.5144,,3.4298,1997-04-01,end
,,,,1.7343,,,,4.1039,0.3245,,,0.020213,,,,,,,,,1.7433,,,2.5144,,3.4448,1997-04-01,high
,,,,1.6966,,,,4.0613,0.3112,,,0.019737,,,,,,,,,1.7172,,,2.476,,3.4202,1997-04-01,low
,,,,1.7153,,,,4.0619,0.3195,,,0.020025,,,,,,,,,1.7172,,,2.476,,3.4312,1997-04-01,start
,,,,1.7532,,,,4.0938,0.3238,,,0.0211,,,,,,,,,1.7464,,,2.507,,3.4745,1997-05-01,avg
,,,,1.7786,,,,4.1199,0.3245,,,0.021585,,,,,,,,,1.7582,,,2.514,,3.499,1997-05-01,end
,,,,1.798,,,,4.1412,0.3259,,,0.021912,,,,,,,,,1.7582,,,2.5225,,3.5176,1997-05-01,high
,,,,1.7032,,,,4.0581,0.322,,,0.019797,,,,,,,,,1.7324,,,2.4915,,3.4203,1997-05-01,low
,,,,1.7033,,,,4.0795,0.324,,,0.019797,,,,,,,,,1.7345,,,2.5097,,3.4227,1997-05-01,start
,,,,1.7759,,,,4.1229,0.3249,,,0.02163,,,,,,,,,1.7578,,,2.5155,,3.4874,1997-06-01,start
,,,,1.7367,,,,4.0979,0.3241,,,0.021626,,,,,,,,,1.757,,,2.5091,,3.4772,1997-06-01,low
,,,,1.748,,,,4.1373,0.3249,,,0.022,,,,,,,,,1.763,,,2.5158,,3.4975,1997-06-01,avg
,,,,1.7368,,,,4.1989,0.3257,,,0.022088,,,,,,,,,1.7647,,,2.5235,,3.512,1997-06-01,end
,,,,1.7759,,,,4.2084,0.3257,,,0.022553,,,,,,,,,1.7694,,,2.5235,,3.5163,1997-06-01,high
,,,,1.7389,,,,4.3019,0.3322,,,0.0223,,,,,,,,,1.7747,,,2.5729,,3.5441,1997-07-01,avg
,,,,1.7394,,,,4.3178,0.3403,,,0.022273,,,,,,,,,1.7917,,,2.636,,3.5462,1997-07-01,end
,,,,1.7869,,,,4.4352,0.3424,,,0.022846,,,,,,,,,1.7994,,,2.6504,,3.6208,1997-07-01,high
,,,,1.7102,,,,4.1854,0.3225,,,0.021941,,,,,,,,,1.739,,,2.498,,3.4688,1997-07-01,low
,,,,1.725,,,,4.2052,0.3259,,,0.021953,,,,,,,,,1.7652,,,2.5245,,3.5015,1997-07-01,start
,,,,1.7038,,,,4.2077,0.3369,,,0.021976,,,,,,,,,1.78,,,2.6085,,3.5342,1997-08-01,low
,,,,1.9966,,,,4.7881,0.3824,,,0.024787,,,,,,,,,1.9379,,,2.962,,3.9057,1997-08-01,high
,,,,1.7336,,,,4.3074,0.3391,,,0.022141,,,,,,,,,1.787,,,2.626,,3.5579,1997-08-01,start
,,,,1.8158,,,,4.4105,0.3548,,,0.0233,,,,,,,,,1.8356,,,2.7476,,3.7054,1997-08-01,avg
,,,,1.9966,,,,4.7881,0.3824,,,0.024787,,,,,,,,,1.9379,,,2.962,,3.9057,1997-08-01,end
,,,,2.0486,,,,4.824,0.3891,,,0.0249,,,,,,,,,1.9853,,,3.0134,,4.0839,1997-09-01,avg
,,,,2.1961,,,,5.1481,0.4132,,,0.026419,,,,,,,,,2.0899,,,3.1975,,4.3552,1997-09-01,end
,,,,2.1961,,,,5.1481,0.4132,,,0.026419,,,,,,,,,2.0899,,,3.1975,,4.3552,1997-09-01,high
,,,,1.9546,,,,4.5986,0.3751,,,0.024265,,,,,,,,,1.9321,,,2.9055,,3.9416,1997-09-01,low
,,,,1.9696,,,,4.7329,0.3796,,,0.024271,,,,,,,,,1.9321,,,2.9415,,3.9751,1997-09-01,start
,,,,2.2613,,,,5.3569,0.4247,,,0.0271,,,,,,,,,2.1089,,,3.2856,,4.4998,1997-10-01,avg
,,,,2.4629,,,,5.7364,0.4445,,,0.028606,,,,,,,,,2.1634,,,3.437,,4.7555,1997-10-01,end
,,,,2.4629,,,,5.7364,0.4445,,,0.028606,,,,,,,,,2.1881,,,3.437,,4.7555,1997-10-01,high
,,,,2.0914,,,,4.9444,0.3932,,,0.025151,,,,,,,,,1.9889,,,3.042,,4.1814,1997-10-01,low
,,,,2.322,,,,5.4473,0.4352,,,0.027831,,,,,,,,,2.1881,,,3.3675,,4.6032,1997-10-01,start
,,,,2.3223,,,,5.4817,0.4235,,,0.027279,,,,,,,,,2.1021,,,3.275,,4.5167,1997-11-01,start
,,,,2.4929,,,,5.932,0.4542,,,0.027838,,,,,,,,,2.2021,,,3.511,,4.8067,1997-11-01,high
,,,,2.3223,,,,5.4817,0.4235,,,0.026365,,,,,,,,,2.0972,,,3.275,,4.5167,1997-11-01,low
,,,,2.4088,,,,5.7141,0.438,,,0.0271,,,,,,,,,2.14,,,3.3864,,4.6407,1997-11-01,avg
,,,,2.4655,,,,5.866,0.4529,,,0.027449,,,,,,,,,2.1996,,,3.501,,4.7884,1997-11-01,end
,,,,2.6224,,,,6.2674,0.4866,,,0.0291,,,,,,,,,2.2885,,,3.7688,,5.083,1997-12-01,avg
,,,,2.6856,,,,6.5022,0.5019,,,0.02997,,,,,,,,,2.3256,,,3.89,,5.2715,1997-12-01,end
,,,,2.7174,,,,6.5276,0.502,,,0.030294,,,,,,,,,2.3454,,,3.89,,5.2715,1997-12-01,high
,,,,2.472,,,,5.9463,0.4566,,,0.027641,,,,,,,,,2.2149,,,3.53,,4.7927,1997-12-01,low
,,,,2.472,,,,5.9463,0.4566,,,0.027641,,,,,,,,,2.2149,,,3.53,,4.7927,1997-12-01,start
,2.5563,,2.7549,2.6847,,,,6.4669,0.5072,0.000671,,0.030009,,0.002319,,,,0.0951,,,2.3234,0.081623,0.120464,3.93,,5.3684,1998-01-01,start
,3.0482,,3.2933,3.1861,,,,7.6604,0.6097,0.000671,,0.035972,,0.002743,,,,0.107031,,,2.6516,0.089026,0.137421,4.725,,6.3076,1998-01-01,high
,2.5563,,2.7549,2.6847,,,,6.4669,0.5072,0.000336,,0.030009,,0.002319,,,,0.093966,,,2.3234,0.078031,0.120464,3.93,,5.3684,1998-01-01,low
,2.8667,,3.0619,2.9811,,,,7.1902,0.568,0.0005,,0.0338,,0.0026,,,,0.1024,,,2.5076,0.0825,0.13,4.3985,,5.9572,1998-01-01,avg
,3.0482,,3.1348,3.1334,,,,7.5345,0.5868,0.000354,,0.035972,,0.002708,,,,0.105348,,,2.5898,0.083395,0.134175,4.545,,6.1243,1998-01-01,end
,2.5742,,2.666,2.6154,,,,6.2729,0.494,0.0004,,0.0304,,0.0023,,,,0.0951,,,2.311,0.0835,0.1166,3.8245,,5.1173,1998-02-01,avg
,2.4801,,2.5871,2.5034,,,,6.0404,0.4745,0.00042,,0.02889,,0.002248,,,,0.092129,,,2.2707,0.085666,0.114762,3.675,,4.9429,1998-02-01,end
,2.8118,,2.8226,2.7892,,,,6.7624,0.5305,0.000532,,0.032489,,0.002626,,,,0.101737,,,2.4035,0.087198,0.123944,4.105,,5.448,1998-02-01,high
,2.3572,,2.4126,2.3691,,,,5.625,0.4471,0.000386,,0.027994,,0.002159,,,,0.08993,,,2.1378,0.07886,0.105855,3.46,,4.6701,1998-02-01,low
,2.8118,,2.8226,2.7892,,,,6.7624,0.5305,0.000401,,0.032489,,0.002626,,,,0.101737,,,2.4035,0.083777,0.123944,4.105,,5.448,1998-02-01,start
,2.3907,,2.5255,2.3918,,,,5.9154,0.4621,0.000356,,0.027439,,0.002305,,,,0.090783,,,2.2333,0.083039,0.109544,3.58,,4.7973,1998-03-01,low
,2.5057,,2.6415,2.5155,,,,6.2103,0.4829,0.0004,,0.0291,,0.0025,,,,0.0962,,,2.3126,0.0907,0.1153,3.7408,,5.0283,1998-03-01,avg
,2.421,,2.5608,2.394,,,,6.1079,0.4702,0.000429,,0.027675,,0.002619,,,,0.096402,,,2.2684,0.094014,0.111034,3.643,,4.8666,1998-03-01,end
,2.703,,2.8621,2.7227,,,,6.6517,0.5243,0.000433,,0.031688,,0.002619,,,,0.101096,,,2.4525,0.094475,0.125551,4.06,,5.4504,1998-03-01,high
,2.4643,,2.5436,2.4803,,,,5.988,0.4678,0.000412,,0.028829,,0.002305,,,,0.091236,,,2.2354,0.083039,0.113665,3.6225,,4.9031,1998-03-01,start
,2.4257,,2.5811,2.4059,,,,6.1239,0.4723,0.000424,,0.027508,,0.002645,,,,0.095824,,,2.2638,0.093907,0.111448,3.66,,4.8841,1998-04-01,start
,2.4787,,2.6647,2.5376,,,,6.408,0.4898,0.000487,,0.028997,,0.002805,,,,0.099411,,,2.3779,0.097871,0.114913,3.795,,5.1101,1998-04-01,high
,2.384,,2.5462,2.4,,,,6.0659,0.4684,0.000424,,0.027508,,0.002533,,,,0.09311,,,2.2638,0.091093,0.110217,3.63,,4.8804,1998-04-01,low
,2.4358,,2.612,2.4792,,,,6.243,0.4816,0.0005,,0.0283,,0.0027,,,,0.097,,,2.3309,0.0942,0.1132,3.7316,,5.0128,1998-04-01,avg
,2.4304,,2.6014,2.4943,,,,6.2435,0.4824,0.00046,,0.028295,,0.002792,,,,0.09311,,,2.3589,0.096488,0.113272,3.7365,,5.0713,1998-04-01,end
,2.4036,,2.6409,2.5823,,,,6.2484,0.4924,0.0004,,0.0283,,0.0027,,,,0.0972,,,2.3296,0.0976,0.1139,3.8155,,5.1255,1998-05-01,avg
,2.415,,2.6663,2.6281,,,,6.3063,0.5005,0.000335,,0.027954,,0.002753,,,,0.099093,,,2.3128,0.096373,0.114033,3.8785,,5.1792,1998-05-01,end
,2.4744,,2.7071,2.6471,,,,6.4696,0.5026,0.000459,,0.029198,,0.002787,,,,0.099638,,,2.3962,0.100052,0.117298,3.895,,5.2641,1998-05-01,high
,2.3561,,2.5703,2.4682,,,,6.1356,0.4756,0.000285,,0.027658,,0.002627,,,,0.09201,,,2.2847,0.094975,0.111616,3.685,,4.9583,1998-05-01,low
,2.3767,,2.5709,2.4682,,,,6.1356,0.4756,0.000459,,0.027658,,0.002728,,,,0.09201,,,2.3217,0.094975,0.111616,3.685,,4.9583,1998-05-01,start
,2.4105,,2.6575,2.6099,,,,6.3068,0.4998,0.000337,,0.02791,,0.002767,,,,0.099105,,,2.2983,0.095078,0.113538,3.8725,,5.173,1998-06-01,start
,2.4092,,2.7287,2.6764,,,,6.5904,0.5159,0.0003,,0.0285,,0.0029,,,,0.0984,,,2.3583,0.0943,0.1158,3.9967,,5.3296,1998-06-01,avg
,2.5599,,2.8387,2.7436,,,,6.9639,0.5388,0.00028,,0.029695,,0.003027,,,,0.099571,,,2.4472,0.098549,0.121101,4.175,,5.5592,1998-06-01,end
,2.5599,,2.8387,2.7436,,,,6.9639,0.5388,0.000345,,0.029695,,0.003027,,,,0.101483,,,2.4472,0.098549,0.121101,4.175,,5.5592,1998-06-01,high
,2.3356,,2.6575,2.6099,,,,6.3068,0.4998,0.000248,,0.027857,,0.002767,,,,0.09529,,,2.2983,0.0919,0.113538,3.8725,,5.173,1998-06-01,low
,2.5519,,2.8081,2.7005,,,,6.8571,0.5311,0.000279,,0.029663,,0.003013,,,,0.098824,,,2.4378,0.097628,0.11976,4.115,,5.4822,1998-07-01,start
,2.5213,,2.7331,2.6961,,,,6.7056,0.5278,0.000275,,0.028844,,0.003013,,,,0.098031,,,2.4022,0.097628,0.119176,4.09,,5.4553,1998-07-01,low
,2.5313,,2.7561,2.778,,,,6.78,0.5347,0.000314,,0.028844,,0.003376,,,,0.098525,,,2.4022,0.10157,0.120544,4.1425,,5.5074,1998-07-01,end
,2.5672,,2.797,2.7463,,,,6.8339,0.5362,0.0003,,0.0295,,0.0032,,,,0.0994,,,2.4335,0.1007,0.1208,4.1549,,5.532,1998-07-01,avg
,2.6051,,2.8846,2.7918,,,,6.9784,0.5504,0.00032,,0.030078,,0.003418,,,,0.101047,,,2.4617,0.101919,0.123629,4.265,,5.6522,1998-07-01,high
,2.5238,,2.7443,2.7877,,,,6.7893,0.5362,0.000317,,0.028695,,0.003343,,,,0.098788,,,2.4006,0.101676,0.120722,4.155,,5.5064,1998-08-01,start
,2.4843,,2.7425,2.8045,,,,6.8506,0.5418,0.0003,,0.029,,0.0032,,,,0.0975,,,2.3958,0.101,0.121,4.1982,,5.5629,1998-08-01,avg
,2.3765,,2.6733,2.8535,,,,6.9852,0.5446,0.000386,,0.02983,,0.003163,,,,0.096546,,,2.3823,0.100537,0.121266,4.22,,5.5739,1998-08-01,end
,2.5346,,2.7956,2.8535,,,,6.9852,0.5475,0.000386,,0.02983,,0.003362,,,,0.098788,,,2.4207,0.102031,0.121957,4.243,,5.6149,1998-08-01,high
,2.3765,,2.6733,2.768,,,,6.7543,0.5345,0.000317,,0.028641,,0.00312,,,,0.096546,,,2.3741,0.09943,0.120287,4.1425,,5.4999,1998-08-01,low
,2.3244,,2.6091,2.8301,,,,6.8471,0.5278,0.000375,,0.02933,,0.003013,,,,0.093668,,,2.3058,0.098382,0.117456,4.09,,5.5169,1998-09-01,high
,2.2046,,2.4634,2.6417,,,,6.2985,0.4889,0.000313,,0.027712,,0.002704,,,,0.085336,,,2.1506,0.093024,0.109277,3.8,,5.1177,1998-09-01,low
,2.2453,,2.5034,2.7174,,,,6.4043,0.4921,0.0003,,0.0284,,0.0028,,,,0.0871,,,2.207,0.0942,0.1103,3.8138,,5.2034,1998-09-01,avg
,2.2712,,2.5109,2.7421,,,,6.4914,0.4904,0.000354,,0.028092,,0.002743,,,,0.086376,,,2.2546,0.096855,0.110404,3.8,,5.2112,1998-09-01,end
,2.3244,,2.6091,2.8301,,,,6.8471,0.5278,0.000375,,0.02933,,0.003013,,,,0.093668,,,2.3058,0.098365,0.117456,4.09,,5.5169,1998-09-01,start
,2.2544,,2.4839,2.7562,,,,6.4486,0.4905,0.000352,,0.027883,,0.002735,,,,0.086511,,,2.2432,0.096337,0.110852,3.8,,5.2432,1998-10-01,start
,2.4256,,2.5018,2.926,,,,6.5157,0.4905,0.000533,,0.033081,,0.002893,,,,0.094164,,,2.3573,0.103613,0.11696,3.8,,5.428,1998-10-01,high
,2.2351,,2.4367,2.7562,,,,6.3365,0.4903,0.000352,,0.027883,,0.002735,,,,0.086511,,,2.2432,0.095996,0.110852,3.8,,5.2432,1998-10-01,low
,2.3752,,2.4499,2.8295,,,,6.3823,0.4905,0.000499,,0.032854,,0.002893,,,,0.094164,,,2.3435,0.103191,0.11696,3.8,,5.3517,1998-10-01,end
,2.3472,,2.4635,2.8387,,,,6.4363,0.4905,0.0004,,0.0313,,0.0028,,,,0.0891,,,2.3171,0.0997,0.115,3.8,,5.3365,1998-10-01,avg
,2.4092,,2.4661,2.7459,,,,6.3156,0.4907,0.0005,,0.0316,,0.0029,,,,0.0953,,,2.3187,0.1042,0.1168,3.8,,5.2909,1998-11-01,avg
,2.4026,,2.4742,2.6916,,,,6.2748,0.4907,0.000514,,0.03072,,0.003044,,,,0.09657,,,2.2963,0.105191,0.117212,3.8,,5.2446,1998-11-01,end
,2.4451,,2.4959,2.8232,,,,6.3745,0.4909,0.000519,,0.033116,,0.00305,,,,0.09657,,,2.3472,0.10557,0.117466,3.8,,5.3552,1998-11-01,high
,2.3691,,2.4472,2.6916,,,,6.2748,0.4906,0.000427,,0.03072,,0.002881,,,,0.092967,,,2.2906,0.102371,0.115819,3.8,,5.2446,1998-11-01,low
,2.3805,,2.4636,2.8232,,,,6.3745,0.4906,0.000492,,0.033116,,0.002887,,,,0.094294,,,2.3472,0.103613,0.117393,3.8,,5.3552,1998-11-01,start
,2.3514,,2.4646,2.7953,,,,6.3505,0.4905,0.0005,,0.0324,,0.0031,,,,0.0972,,,2.2991,0.1049,0.1177,3.8,,5.3305,1998-12-01,avg
,2.3323,,2.4542,2.7497,,,,6.3313,0.490513,0.000476,,0.033141,,0.00319,,,,0.097064,,,2.2879,0.103613,0.117977,3.8,,5.3505,1998-12-01,end
,2.409,,2.4955,2.8658,,,,6.4201,0.4908,0.00051,,0.033141,,0.00319,,,,0.098242,,,2.308,0.106592,0.118013,3.8,,5.3556,1998-12-01,high
,2.3108,,2.4488,2.7269,,,,6.2622,0.4904,0.000476,,0.030944,,0.003059,,,,0.09537,,,2.2871,0.102981,0.117194,3.8,,5.2662,1998-12-01,low
,2.3972,,2.4955,2.7269,,,,6.2622,0.4907,0.00051,,0.030944,,0.003059,,,,0.096582,,,2.3071,0.105381,0.117194,3.8,,5.2662,1998-12-01,start
,2.3304,,2.4787,2.7913,,,4.505,6.3368,0.490513,0.000476,,0.033408,,0.003188,,,,0.098078,,1.013335,2.293,0.104468,0.11794,3.8,,5.3506,1999-01-01,start
,2.3304,,2.4787,2.6948,,,4.3382,6.1998,0.490374,0.000407,,0.032691,,0.003188,,,,0.097775,,1.01212,2.2489,0.102152,0.117503,3.8,,5.2811,1999-01-01,low
,2.4273,,2.5217,2.7983,,,4.505,6.3368,0.490545,0.000484,,0.03439,,0.003278,,,,0.10049,,1.01347,2.293,0.105337,0.118474,3.8,,5.3819,1999-01-01,high
,2.3912,,2.5041,2.6948,,,4.3382,6.2581,0.490419,0.00043,,0.032691,,0.003235,,,,0.098805,,1.01347,2.2489,0.103108,0.117576,3.8,,5.2811,1999-01-01,end
,2.3958,,2.501,2.7471,,,4.4131,6.2717,0.4904,0.0004,,0.0336,,0.0032,,,,0.099,,1.0131,2.2651,0.1039,0.1179,3.8,,5.3383,1999-01-01,avg
,2.4345,,2.5391,2.6633,,,4.2585,6.1881,0.4904,0.0004,,0.0326,,0.0032,,,,0.0978,,1.0133,2.2344,0.1024,0.1169,3.8,,5.2442,1999-02-01,avg
,2.3703,,2.5142,2.6253,,,4.1797,6.0831,0.490419,0.000434,,0.031506,,0.003113,,,,0.09725,,1.013065,2.2024,0.101335,0.115083,3.8,,5.1892,1999-02-01,end
,2.4821,,2.553,2.6937,,,4.3108,6.2481,0.49045,0.000444,,0.033907,,0.003248,,,,0.098856,,1.013443,2.2533,0.103741,0.117867,3.8,,5.3009,1999-02-01,high
,2.3703,,2.5125,2.6155,,,4.1772,6.0782,0.490324,0.000427,,0.031129,,0.003112,,,,0.096411,,1.013065,2.1954,0.100623,0.114735,3.8,,5.1729,1999-02-01,low
,2.4201,,2.52,2.6743,,,4.2956,6.2389,0.490374,0.000432,,0.033017,,0.003238,,,,0.098702,,1.0132,2.246,0.10336,0.117721,3.8,,5.2934,1999-02-01,start
,2.3934,,2.504,2.596,,,4.1407,6.1582,0.4904,0.0004,,0.0318,,0.0031,,,,0.0977,,1.0135,2.1975,0.1013,0.1147,3.8,,5.1792,1999-03-01,avg
,2.3882,,2.5155,2.5504,,,4.0688,6.1308,0.490339,0.000436,,0.03156,,0.003101,,,,0.097977,,1.013605,2.1938,0.100971,0.114632,3.8,,5.1599,1999-03-01,end
,2.4258,,2.5248,2.6244,,,4.1892,6.2215,0.490507,0.00044,,0.032412,,0.003117,,,,0.098205,,1.013686,2.2104,0.102015,0.115153,3.8,,5.2073,1999-03-01,high
,2.3551,,2.4873,2.5504,,,4.0688,6.0788,0.490333,0.000412,,0.030851,,0.003053,,,,0.097039,,1.013172,2.1874,0.100623,0.114425,3.8,,5.1426,1999-03-01,low
,2.3551,,2.5163,2.6244,,,4.1831,6.0788,0.490444,0.000433,,0.031848,,0.003111,,,,0.097399,,1.013416,2.204,0.101619,0.115153,3.8,,5.1901,1999-03-01,start
,2.4106,,2.5217,2.5638,,,4.0908,6.1285,0.490355,0.00044,,0.032012,,0.003104,,,,0.098067,,1.013578,2.2013,0.101119,0.114701,3.8,,5.1603,1999-04-01,start
,2.376,,2.5217,2.5041,,,4.0268,6.0527,0.49026,0.000435,,0.031251,,0.003101,,,,0.098067,,1.012929,2.1899,0.099778,0.114562,3.8,,5.1296,1999-04-01,low
,2.4371,,2.5519,2.5418,,,4.0705,6.117,0.4904,0.0004,,0.0318,,0.0032,,,,0.0993,,1.0134,2.2169,0.101,0.1155,3.8,,5.1484,1999-04-01,avg
,2.5043,,2.5934,2.5041,,,4.0385,6.1234,0.490273,0.000464,,0.031887,,0.003221,,,,0.100122,,1.013253,2.2333,0.102042,0.116191,3.8,,5.1347,1999-04-01,end
,2.5043,,2.5934,2.5755,,,4.1183,6.1456,0.49045,0.000464,,0.032284,,0.003234,,,,0.100172,,1.013686,2.2423,0.102042,0.116352,3.8,,5.1692,1999-04-01,high
,2.5162,,2.6012,2.5208,,,4.0409,6.1372,0.4901,0.0005,,0.0312,,0.0032,,,,0.1004,,1.0131,2.2195,0.1026,0.116,3.8,,5.1256,1999-05-01,avg
,2.4634,,2.5777,2.4954,,,3.9739,6.0871,0.490007,0.00047,,0.031302,,0.003204,,,,0.099968,,1.013253,2.1988,0.102358,0.116103,3.8,,5.1104,1999-05-01,end
,2.5581,,2.6224,2.5486,,,4.1018,6.2266,0.490279,0.000499,,0.031748,,0.003204,,,,0.101152,,1.01328,2.2391,0.103529,0.116245,3.8,,5.1653,1999-05-01,high
,2.4589,,2.5745,2.4916,,,3.9624,6.0596,0.489976,0.000468,,0.030561,,0.00314,,,,0.099778,,1.010532,2.1963,0.101755,0.115784,3.8,,5.0911,1999-05-01,low
,2.5132,,2.6087,2.4976,,,4.0247,6.12,0.490276,0.000474,,0.031748,,0.003195,,,,0.100344,,1.013253,2.238,0.102634,0.116245,3.8,,5.1278,1999-05-01,start
,2.4924,,2.5855,2.4745,,,3.9463,6.0657,0.4899,0.0005,,0.0315,,0.0033,,,,0.1003,,1.0132,2.2197,0.1029,0.1171,3.8,,5.0922,1999-06-01,avg
,2.5151,,2.5742,2.4517,,,3.9255,5.9834,0.489799,0.000566,,0.031509,,0.003281,,,,0.099988,,1.013253,2.2338,0.102912,0.117794,3.8,,5.0763,1999-06-01,end
,2.5195,,2.6042,2.4991,,,3.992,6.1219,0.489973,0.000575,,0.032109,,0.003297,,,,0.100637,,1.01328,2.2338,0.103642,0.117794,3.8,,5.1302,1999-06-01,high
,2.4422,,2.5595,2.4517,,,3.916,5.9834,0.489799,0.000466,,0.031149,,0.003197,,,,0.099916,,1.013199,2.2004,0.102427,0.116014,3.8,,5.0674,1999-06-01,low
,2.4558,,2.574,2.4886,,,3.9631,6.0782,0.489973,0.000469,,0.031229,,0.003197,,,,0.099962,,1.013226,2.2011,0.102468,0.116014,3.8,,5.099,1999-06-01,start
,2.5432,,2.5997,2.462,,,3.9468,6.0031,0.489771,0.000565,,0.03144,,0.003279,,,,0.100054,,1.013172,2.2387,0.103332,0.117612,3.8,,5.0808,1999-07-01,start
,2.4494,,2.5136,2.3983,,,3.8508,5.8975,0.489566,0.000545,,0.030983,,0.003143,,,,0.098332,,1.013172,2.2288,0.101673,0.117503,3.8,,5.0296,1999-07-01,low
,2.5,,2.5587,2.4521,,,3.9335,5.9819,0.4897,0.0006,,0.0317,,0.0032,,,,0.0992,,1.0132,2.2401,0.1025,0.1177,3.8,,5.0914,1999-07-01,avg
,2.4729,,2.5236,2.5513,,,4.0689,6.1323,0.489566,0.000554,,0.032969,,0.003148,,,,0.098811,,1.013186,2.2517,0.102303,0.11805,3.8,,5.184,1999-07-01,end
,2.5463,,2.5997,2.5513,,,4.0689,6.1323,0.489771,0.000573,,0.032969,,0.003279,,,,0.100054,,1.013267,2.2568,0.103332,0.11805,3.8,,5.184,1999-07-01,high
,2.4527,,2.5448,2.5212,,,4.0343,6.1081,0.4895,0.0005,,0.0335,,0.0032,,,,0.0967,,1.0133,2.2635,0.1001,0.1187,3.8,,5.1828,1999-08-01,avg
,2.3973,,2.5495,2.4863,,,3.9817,6.0402,0.489376,0.000496,,0.03428,,0.003209,,,,0.095834,,1.013321,2.2525,0.099257,0.119348,3.8,,5.1727,1999-08-01,end
,2.4984,,2.5711,2.5645,,,4.0992,6.161,0.489566,0.000556,,0.03428,,0.003209,,,,0.098542,,1.013375,2.2783,0.102124,0.119348,3.8,,5.2136,1999-08-01,high
,2.3973,,2.5228,2.4741,,,3.9616,6.0318,0.489376,0.000484,,0.032909,,0.003147,,,,0.095335,,1.013118,2.2478,0.098998,0.11805,3.8,,5.1587,1999-08-01,low
,2.4665,,2.5228,2.5422,,,4.0585,6.143,0.489566,0.000556,,0.033197,,0.003153,,,,0.098542,,1.013267,2.2611,0.102124,0.118142,3.8,,5.1906,1999-08-01,start
,2.4266,,2.542,2.4515,,,3.9301,6.0904,0.489177,0.000424,,0.034268,,0.00312,,,,0.092356,,1.013132,2.2191,0.091489,0.119311,3.8,,5.1902,1999-09-01,low
,2.4266,,2.5428,2.5099,,,4.0175,6.1061,0.489376,0.000497,,0.034736,,0.003215,,,,0.09584,,1.013294,2.2603,0.098779,0.119461,3.8,,5.2195,1999-09-01,start
,2.4938,,2.6029,2.5436,,,4.0596,6.2613,0.489427,0.000497,,0.036609,,0.003215,,,,0.09584,,1.013429,2.2603,0.098779,0.119686,3.8,,5.2732,1999-09-01,high
,2.482,,2.5911,2.5277,,,4.0459,6.2495,0.489177,0.000453,,0.035582,,0.003123,,,,0.092966,,1.01332,2.2317,0.092548,0.119535,3.8,,5.2732,1999-09-01,end
,2.4648,,2.5709,2.4903,,,3.9897,6.1653,0.4893,0.0005,,0.0354,,0.0032,,,,0.0945,,1.0133,2.2409,0.0954,0.1195,3.8,,5.2302,1999-09-01,avg
,2.4779,,2.5735,2.5558,,,4.0733,6.2997,0.4891,0.0005,,0.0358,,0.0032,,,,0.0943,,1.0133,2.2667,0.0963,0.1196,3.8,,5.2796,1999-10-01,avg
,2.4501,,2.5799,2.4951,,,4.0005,6.2244,0.489029,0.000552,,0.036159,,0.003163,,,,0.09441,,1.013279,2.2753,0.098141,0.119723,3.8,,5.2467,1999-10-01,end
